idempresa,idmercado,idindustria,infraestructura,bancos,insumo1,insumo2,enproceso,mercancias,clientes,proveedores,hipotecas,capitalsocial,utilidades
975,2,5,1125278.166,324127.8555,280638.5338,298385.5149,300762.6691,270888.3633,289756.452,568060.5608,603584.6302,1046476.563,671715.8007
976,3,4,923317.6615,311495.1547,266962.8528,297324.6111,279112.2887,299730.4863,294198.4697,656294.7954,543334.9491,1244160.607,228351.1733
977,2,4,975706.0171,275393.3313,323091.5853,330191.289,312519.2749,334068.2709,305285.4847,624829.6005,648887.1722,1077370.609,505167.8713
978,1,6,1576744.549,284055.4785,301112.4741,279588.1658,314717.9653,330779.3964,326898.5356,564775.2728,567534.5815,1190812.648,1090774.063
979,1,3,812370.4972,334526.4071,367741.4091,257647.8292,289546.7001,361216.9899,264320.0627,599330.1994,616589.3111,1214171.296,257279.0891
980,3,3,803212.7457,282652.6789,313864.885,303981.9576,306176.1972,308296.0701,296883.5888,616910.4214,571983.4165,1141167.599,285006.6862
981,1,5,1245265.733,322118.537,316612.9093,254824.6384,320441.05,302924.098,287780.4333,544950.2168,582172.543,1213108.028,709736.6106
982,3,6,1477978.056,322815.8873,345431.6672,234933.4493,297545.992,308317.3621,351035.3364,587413.9657,625343.5518,1278028.222,847272.0112
983,1,1,203638.8587,300735.0293,313433.8008,310798.5799,318614.1771,331263.7998,307565.1133,588547.3145,583227.9051,1331373.085,-417098.9454
984,1,4,998075.1068,311368.3367,324118.0459,328332.7339,324912.8682,279133.9635,257014.8448,603990.7012,515558.0373,1037278.823,666128.3388
985,3,6,1664242.345,304108.4757,275387.9276,310720.9858,275052.5083,324161.5883,314196.4962,585774.7882,625367.8431,1183088.538,1073639.157
986,3,1,209490.4343,278983.3583,308205.0919,266778.5984,275937.2947,317678.7716,308145.395,576676.4241,591939.0515,1249354.228,-452750.7596
987,3,4,950176.7297,317867.9982,274234.3003,285339.7455,301504.1762,331166.61,281160.1784,648957.6541,627151.6214,1062634.335,402706.1276
988,1,5,1261363.486,298743.6444,307864.6777,327854.124,295951.3444,333275.7597,308101.1327,613115.0514,656147.0584,993741.396,870150.6629
989,3,1,185436.8523,320132.5012,318497.1681,281680.2182,326473.4981,298610.0634,298966.3217,566738.4763,561725.6931,1235493.733,-334161.2798
990,3,4,1006585.287,279918.9096,281191.4643,287904.3771,257292.8915,339555.0153,269455.6462,667010.5125,691209.1948,1104763.878,258920.0057
991,2,6,1691083.561,306545.6198,314269.9726,343790.4548,317800.6468,306368.273,297126.9889,560099.2429,617854.9516,1241094.602,1157936.721
992,2,3,826889.1579,288991.664,302579.9385,328115.5618,320036.051,314556.0636,316994.6885,622677.789,613836.8367,1199721.724,261926.7753
993,2,2,629646.0033,288969.3408,285259.2875,297209.9609,309386.464,311184.5185,288384.3076,619113.4678,587773.9293,1315362.153,-112209.6676
994,1,4,1088434.797,286911.1963,278872.5462,325309.783,299563.7959,317265.5052,291313.9907,619118.4573,542288.4981,1204929.126,521335.5326
995,2,4,894607.5665,298520.1607,261391.0467,324369.0368,325651.7502,330947.6241,283885.6342,610126.7111,544730.0337,1171097.273,393418.8019
996,3,5,1161670.692,281120.4378,329449.7054,313347.9655,283311.4177,333102.5337,328961.6982,597854.4077,547678.487,1181006.99,704424.5656
997,1,6,1524764.103,294783.5944,277640.5124,280373.7949,320629.142,307736.5716,289734.7152,624667.3406,619046.0297,1201818.764,850130.2996
998,3,1,200409.3942,290075.0079,312716.2771,273638.2756,321947.9691,296975.4899,289475.7804,606298.8153,663256.6855,1100387.673,-384704.9798
999,3,2,584242.8075,334828.0582,310020.126,312121.1347,357725.1955,264785.1914,293889.698,589900.9901,598321.3097,1289426.106,-20036.19462
1000,1,6,1442424.155,303424.0978,316280.0457,270528.6289,264591.2506,313447.0874,303016.225,608700.7783,590448.2208,1258362.168,756200.3237
